Year,parent_id,id,value,colour
2014,Debris Summary,Debris Summary,923.8293093767547,maroon
2014,Fishing Gear,Fishing Gear,19.18585064570466,deepskyblue
2014,Fishing Gear.Fishing Buoys,Fishing Buoys,0.9545199326221224,deepskyblue
2014,Fishing Gear.Fishing Gear,Fishing Gear,19.18585064570466,deepskyblue
2014,Fishing Gear.Fishing Net & Pieces,Fishing Net & Pieces,4.008983717012915,deepskyblue
2014,Fishing Gear.Fishing Line ( 1 Meter = 1 Piece),Fishing Line ( 1 Meter = 1 Piece),5.154407636159461,deepskyblue
2014,Fishing Gear.Rope (1 Meter = 1 Piece),Rope (1 Meter = 1 Piece),9.067939359910163,deepskyblue
2014,Items Of Local Concern,Items Of Local Concern,286.3391353172375,Items Of Local Concern
2014,Items Of Local Concern.1,1,263.8798427849523,Items Of Local Concern
2014,Items Of Local Concern.Foam Pieces,Foam Pieces,167.1083660864683,Items Of Local Concern
2014,Items Of Local Concern.Plastic Pieces,Plastic Pieces,73.5822571588995,Items Of Local Concern
2014,Items Of Local Concern.Rubber Bands,Rubber Bands,5.367770915216171,Items Of Local Concern
2014,Most Likely To Find Items,Most Likely To Find Items,552.6221224031443,Most Likely To Find Items
2014,Most Likely To Find Items.Beverage Bottles (Glass),Beverage Bottles (Glass),10.926445816956766,Most Likely To Find Items
2014,Most Likely To Find Items.Beverage Bottles (Plastic),Beverage Bottles (Plastic),105.89556428972486,Most Likely To Find Items
2014,Most Likely To Find Items.Beverage Cans,Beverage Cans,11.459854014598541,Most Likely To Find Items
2014,Most Likely To Find Items.Bottle Caps (Metal),Bottle Caps (Metal),4.20550252667041,Most Likely To Find Items
2014,Most Likely To Find Items.Bottle Caps (Plastic),Bottle Caps (Plastic),37.49017405951712,Most Likely To Find Items
2014,Most Likely To Find Items.Cigarette Butts,Cigarette Butts,52.2515440763616,Most Likely To Find Items
2014,Most Likely To Find Items.Cups & Plates (Foam),Cups & Plates (Foam),16.052779337450872,Most Likely To Find Items
2014,Most Likely To Find Items.Cups & Plates (Paper),Cups & Plates (Paper),6.0583941605839415,Most Likely To Find Items
